sign_id,unicode_codepoint,codepoint_decimal,unicode_char,unicode_name,unicode_block,auto_label,png_path,has_manual_annotation,gardiner_code,zh_name,en_name,phonetic_value,meaning_zh,meaning_en,related_terms,text_search_terms,category,annotation_source,processed_png_path,relief_variant,relief_png_path,relief_generation_method,view_name,clip_score,clip_recall_rank,binary_hog_score,edge_hog_score,hu_score,structure_score,clip_norm,binary_hog_norm,edge_hog_norm,hu_norm,structure_norm,final_rerank_score,final_rank,confidence_level
U_1306D,U+1306D,77933,𓁭,EGYPTIAN HIEROGLYPH C016,Egyptian Hieroglyphs,C016,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_png_full\U_1306D.png,False,,,,,,,,,,,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_processed_full\U_1306D_processed.png,relief_soft_shadow,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_relief_augmented\U_1306D_relief_soft_shadow.png,synthetic_stone_relief_v1,cropped_gray,0.8228833675384521,21,0.5293781,0.44707358,0.028393872289648955,0.03972173482179642,0.4516797,0.5542927,0.63576585,0.02155197,0.11693699,0.44560122,21,低
U_1306A,U+1306A,77930,𓁪,EGYPTIAN HIEROGLYPH C013,Egyptian Hieroglyphs,C013,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_png_full\U_1306A.png,False,,,,,,,,,,,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_processed_full\U_1306A_processed.png,relief_soft_shadow,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_relief_augmented\U_1306A_relief_soft_shadow.png,synthetic_stone_relief_v1,cropped_gray,0.8198915123939514,23,0.5631565,0.46346533,0.028469016690461244,0.039373479783535004,0.38783056,0.64085513,0.69542456,0.02187429,0.08829858,0.39834645,22,低
U_1324F,U+1324F,78415,𓉏,EGYPTIAN HIEROGLYPH NU022A,Egyptian Hieroglyphs,NU022A,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_png_full\U_1324F.png,False,,,,,,,,,,,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_processed_full\U_1324F_processed.png,relief_light_left,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_relief_augmented\U_1324F_relief_light_left.png,synthetic_stone_relief_v1,canny_edge,0.8198807835578918,24,0.5019412,0.4180531,0.028451341735597786,0.04299989342689514,0.3876016,0.48398125,0.53014416,0.021798478,0.38651308,0.38809025,23,低
U_13235,U+13235,78389,𓈵,EGYPTIAN HIEROGLYPH NL020,Egyptian Hieroglyphs,NL020,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_png_full\U_13235.png,False,,,,,,,,,,,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_processed_full\U_13235_processed.png,relief_soft_shadow,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_relief_augmented\U_13235_relief_soft_shadow.png,synthetic_stone_relief_v1,cropped_gray,0.818576991558075,27,0.54662097,0.46365649,0.02851700765180787,0.04467866197228432,0.3597774,0.5984802,0.69612026,0.02208014,0.5245649,0.38071814,24,低
U_13261,U+13261,78433,𓉡,EGYPTIAN HIEROGLYPH O010,Egyptian Hieroglyphs,O010,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_png_full\U_13261.png,False,,,,,,,,,,,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_processed_full\U_13261_processed.png,relief_light_left,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_relief_augmented\U_13261_relief_light_left.png,synthetic_stone_relief_v1,query_relief_style,0.818087637424469,29,0.576546,0.5213191,0.028558526591334097,0.042031582444906235,0.3493341,0.6751679,0.9059865,0.022258226,0.306885,0.38048896,25,低
U_132C2,U+132C2,78530,𓋂,EGYPTIAN HIEROGLYPH R016,Egyptian Hieroglyphs,R016,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_png_full\U_132C2.png,False,,,,,,,,,,,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_processed_full\U_132C2_processed.png,relief_noise,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_relief_augmented\U_132C2_relief_noise.png,synthetic_stone_relief_v1,query_relief_style,0.8212648630142212,22,0.42573172,0.31825295,0.02847598154353406,0.03878005966544151,0.41713923,0.28868237,0.16691606,0.021904163,0.03949927,0.38001305,26,低
U_13006,U+13006,77830,𓀆,EGYPTIAN HIEROGLYPH A006,Egyptian Hieroglyphs,A006,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_png_full\U_13006.png,False,,,,,,,,,,,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_processed_full\U_13006_processed.png,relief_light_right,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_relief_augmented\U_13006_relief_light_right.png,synthetic_stone_relief_v1,query_relief_style,0.8168765306472778,35,0.6734006,0.5200579,0.039737825933938,0.041958458721637726,0.32348788,0.9233731,0.9013964,0.070209906,0.30087173,0.3745467,27,低
U_13238,U+13238,78392,𓈸,EGYPTIAN HIEROGLYPH NU003,Egyptian Hieroglyphs,NU003,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_png_full\U_13238.png,False,,,,,,,,,,,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_processed_full\U_13238_processed.png,relief_soft_shadow,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_relief_augmented\U_13238_relief_soft_shadow.png,synthetic_stone_relief_v1,binary_mask,0.8188435435295105,25,0.5210864,0.41915,0.03957673045675162,0.042310137301683426,0.36546588,0.53304386,0.5341364,0.069518924,0.32979167,0.37267548,28,低
U_13242,U+13242,78402,𓉂,EGYPTIAN HIEROGLYPH NU011A,Egyptian Hieroglyphs,NU011A,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_png_full\U_13242.png,False,,,,,,,,,,,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_processed_full\U_13242_processed.png,relief_soft_shadow,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_relief_augmented\U_13242_relief_soft_shadow.png,synthetic_stone_relief_v1,cropped_gray,0.816082239151001,37,0.67804444,0.5189564,0.028568541119852686,0.04601136967539787,0.3065369,0.9352737,0.89738744,0.022301184,0.6341588,0.3659205,29,低
U_131D9,U+131D9,78297,𓇙,EGYPTIAN HIEROGLYPH M028,Egyptian Hieroglyphs,M028,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_png_full\U_131D9.png,False,,,,,,,,,,,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_processed_full\U_131D9_processed.png,relief_noise,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_relief_augmented\U_131D9_relief_noise.png,synthetic_stone_relief_v1,query_relief_style,0.8172428607940674,33,0.6262988,0.4708794,0.0395773925385786,0.04044273868203163,0.33130574,0.80266726,0.7224085,0.069521755,0.17622802,0.3642765,30,低
U_13229,U+13229,78377,𓈩,EGYPTIAN HIEROGLYPH NL009,Egyptian Hieroglyphs,NL009,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_png_full\U_13229.png,False,,,,,,,,,,,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_processed_full\U_13229_processed.png,relief_light_left,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_relief_augmented\U_13229_relief_light_left.png,synthetic_stone_relief_v1,query_relief_style,0.8179208636283875,31,0.5070028,0.43524858,0.039638560694908766,0.0453600138425827,0.34577498,0.49695233,0.59272814,0.06978413,0.5805952,0.36114043,31,低
U_132F9,U+132F9,78585,𓋹,EGYPTIAN HIEROGLYPH S034,Egyptian Hieroglyphs,S034,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_png_full\U_132F9.png,True,S34,生命符号,ankh,,生命符号,ankh,"life,ankh,anh","life,ankh,anh",,manual_seed_from_existing_library,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_processed_full\U_132F9_processed.png,relief_soft_shadow,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_relief_augmented\U_132F9_relief_soft_shadow.png,synthetic_stone_relief_v1,query_relief_style,0.8188201189041138,26,0.47129315,0.3820001,0.039425310182493,0.04252592474222183,0.36496598,0.40544078,0.39892727,0.06886943,0.34753674,0.35952142,32,低
U_13223,U+13223,78371,𓈣,EGYPTIAN HIEROGLYPH NL004,Egyptian Hieroglyphs,NL004,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_png_full\U_13223.png,False,,,,,,,,,,,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_processed_full\U_13223_processed.png,relief_soft_shadow,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_relief_augmented\U_13223_relief_soft_shadow.png,synthetic_stone_relief_v1,cropped_gray,0.8153830170631409,40,0.65840834,0.52444506,0.039850310263862716,0.04606182128190994,0.29161483,0.88495314,0.9173636,0.07069239,0.63830763,0.35255122,33,低
U_1302E,U+1302E,77870,𓀮,EGYPTIAN HIEROGLYPH A040A,Egyptian Hieroglyphs,A040A,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_png_full\U_1302E.png,False,,,,,,,,,,,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_processed_full\U_1302E_processed.png,relief_light_right,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_relief_augmented\U_1302E_relief_light_right.png,synthetic_stone_relief_v1,query_relief_style,0.8169671893119812,34,0.5343391,0.45884138,0.03937510774342036,0.03937361016869545,0.3254226,0.56700593,0.6785954,0.06865409,0.0883093,0.3415992,34,低
U_131B2,U+131B2,78258,𓆲,EGYPTIAN HIEROGLYPH M003A,Egyptian Hieroglyphs,M003A,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_png_full\U_131B2.png,False,,,,,,,,,,,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_processed_full\U_131B2_processed.png,relief_light_right,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_relief_augmented\U_131B2_relief_light_right.png,synthetic_stone_relief_v1,query_relief_style,0.8158444762229919,39,0.5854448,0.49694556,0.023425404037541606,0.042346712201833725,0.30146283,0.6979725,0.81727767,0.00024057971,0.33279938,0.33747607,35,低
U_13427,U+13427,78887,𓐧,EGYPTIAN HIEROGLYPH AA025,Egyptian Hieroglyphs,AA025,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_png_full\U_13427.png,False,,,,,,,,,,,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_processed_full\U_13427_processed.png,relief_noise,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_relief_augmented\U_13427_relief_noise.png,synthetic_stone_relief_v1,query_relief_style,0.8179391026496887,30,0.42333966,0.34964955,0.03930545005946198,0.03885486721992493,0.34616423,0.28255236,0.28118572,0.0683553,0.045650996,0.32540387,36,低
U_13253,U+13253,78419,𓉓,EGYPTIAN HIEROGLYPH O003,Egyptian Hieroglyphs,O003,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_png_full\U_13253.png,False,,,,,,,,,,,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_processed_full\U_13253_processed.png,relief_noise,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_relief_augmented\U_13253_relief_noise.png,synthetic_stone_relief_v1,query_relief_style,0.8159063458442688,38,0.5635116,0.4546336,0.02850187135771083,0.03878944739699364,0.3027832,0.6417652,0.66328096,0.022015218,0.040271264,0.32386878,37,低
U_1323E,U+1323E,78398,𓈾,EGYPTIAN HIEROGLYPH NU009,Egyptian Hieroglyphs,NU009,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_png_full\U_1323E.png,False,,,,,,,,,,,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_processed_full\U_1323E_processed.png,relief_noise,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_relief_augmented\U_1323E_relief_noise.png,synthetic_stone_relief_v1,query_relief_style,0.8144240379333496,43,0.5059162,0.40732586,0.2565060538840673,0.04449966177344322,0.27114928,0.49416777,0.49110183,1.0,0.509845,0.31996793,38,低
U_1334E,U+1334E,78670,𓍎,EGYPTIAN HIEROGLYPH U025,Egyptian Hieroglyphs,U025,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_png_full\U_1334E.png,False,,,,,,,,,,,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_processed_full\U_1334E_processed.png,relief_light_right,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_relief_augmented\U_1334E_relief_light_right.png,synthetic_stone_relief_v1,query_relief_style,0.8181349039077759,28,0.3832276,0.3234809,0.02823673768223556,0.03986908495426178,0.3503428,0.17975879,0.18594347,0.020877969,0.12905417,0.31922206,39,低
U_13266,U+13266,78438,𓉦,EGYPTIAN HIEROGLYPH O012,Egyptian Hieroglyphs,O012,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_png_full\U_13266.png,False,,,,,,,,,,,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_processed_full\U_13266_processed.png,relief_noise,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_relief_augmented\U_13266_relief_noise.png,synthetic_stone_relief_v1,query_relief_style,0.8165808916091919,36,0.45810097,0.40831798,0.023405795364516785,0.041370924562215805,0.31717867,0.3716337,0.4947127,0.00015647429,0.25255644,0.31674424,40,低
U_133F6,U+133F6,78838,𓏶,EGYPTIAN HIEROGLYPH Z011,Egyptian Hieroglyphs,Z011,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_png_full\U_133F6.png,False,,,,,,,,,,,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_processed_full\U_133F6_processed.png,relief_noise,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_relief_augmented\U_133F6_relief_noise.png,synthetic_stone_relief_v1,query_relief_style,0.8174383640289307,32,0.36998615,0.33035198,0.03957402732308951,0.03852192312479019,0.33547795,0.14582549,0.21095113,0.06950732,0.018271672,0.30479446,41,低
U_13069,U+13069,77929,𓁩,EGYPTIAN HIEROGLYPH C012,Egyptian Hieroglyphs,C012,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_png_full\U_13069.png,False,,,,,,,,,,,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_processed_full\U_13069_processed.png,relief_light_right,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_relief_augmented\U_13069_relief_light_right.png,synthetic_stone_relief_v1,query_relief_style,0.8146417737007141,41,0.53523076,0.4601486,0.039582922297679374,0.03937354311347008,0.27579597,0.569291,0.6833531,0.069545485,0.08830379,0.29977062,42,低
U_131CE,U+131CE,78286,𓇎,EGYPTIAN HIEROGLYPH M019,Egyptian Hieroglyphs,M019,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_png_full\U_131CE.png,False,,,,,,,,,,,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_processed_full\U_131CE_processed.png,relief_noise,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_relief_augmented\U_131CE_relief_noise.png,synthetic_stone_relief_v1,query_relief_style,0.8138592839241028,47,0.58062124,0.50315666,0.028532509364726448,0.03937385976314545,0.25909686,0.68561137,0.8398833,0.022146627,0.08832983,0.29739535,43,低
U_130FC,U+130FC,78076,𓃼,EGYPTIAN HIEROGLYPH E037,Egyptian Hieroglyphs,E037,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_png_full\U_130FC.png,False,,,,,,,,,,,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_processed_full\U_130FC_processed.png,relief_soft_shadow,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_relief_augmented\U_130FC_relief_soft_shadow.png,synthetic_stone_relief_v1,cropped_gray,0.8140254020690918,45,0.5674476,0.47882098,0.028554773716778285,0.039717961102724075,0.262642,0.6518518,0.75131226,0.022242127,0.11662666,0.2954091,44,低
U_1302A,U+1302A,77866,𓀪,EGYPTIAN HIEROGLYPH A037,Egyptian Hieroglyphs,A037,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_png_full\U_1302A.png,False,,,,,,,,,,,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_processed_full\U_1302A_processed.png,relief_soft_shadow,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_relief_augmented\U_1302A_relief_soft_shadow.png,synthetic_stone_relief_v1,cropped_gray,0.8122563362121582,56,0.58264405,0.48427165,0.23406116980606384,0.040437065064907074,0.22488838,0.69079506,0.7711503,0.9037265,0.17576145,0.29407588,45,低
U_132E0,U+132E0,78560,𓋠,EGYPTIAN HIEROGLYPH S014,Egyptian Hieroglyphs,S014,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_png_full\U_132E0.png,False,,,,,,,,,,,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_processed_full\U_132E0_processed.png,relief_noise,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_relief_augmented\U_132E0_relief_noise.png,synthetic_stone_relief_v1,query_relief_style,0.8146407008171082,42,0.5150887,0.4200127,0.028489259273475807,0.04098959267139435,0.27577308,0.51767373,0.5372763,0.02196112,0.22119801,0.2920414,46,低
U_1302B,U+1302B,77867,𓀫,EGYPTIAN HIEROGLYPH A038,Egyptian Hieroglyphs,A038,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_png_full\U_1302B.png,False,,,,,,,,,,,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_processed_full\U_1302B_processed.png,relief_soft_shadow,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_relief_augmented\U_1302B_relief_soft_shadow.png,synthetic_stone_relief_v1,cropped_gray,0.8134798407554626,51,0.58742243,0.47870424,0.028470343115307953,0.040616489946842194,0.25099918,0.7030405,0.7508874,0.021879978,0.19051628,0.29003394,47,低
U_13155,U+13155,78165,𓅕,EGYPTIAN HIEROGLYPH G019,Egyptian Hieroglyphs,G019,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_png_full\U_13155.png,False,,,,,,,,,,,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_processed_full\U_13155_processed.png,relief_soft_shadow,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_relief_augmented\U_13155_relief_soft_shadow.png,synthetic_stone_relief_v1,cropped_gray,0.8132341504096985,53,0.58866054,0.49537212,0.028517532334087298,0.041555363684892654,0.2457559,0.7062133,0.81155103,0.022082392,0.26772362,0.2897443,48,低
U_13031,U+13031,77873,𓀱,EGYPTIAN HIEROGLYPH A042A,Egyptian Hieroglyphs,A042A,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_png_full\U_13031.png,False,,,,,,,,,,,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_processed_full\U_13031_processed.png,relief_noise,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_relief_augmented\U_13031_relief_noise.png,synthetic_stone_relief_v1,cropped_gray,0.8137133121490479,48,0.5619575,0.47296667,0.02835534864498771,0.04025861993432045,0.25598168,0.63778245,0.7300052,0.021386731,0.1610872,0.28891495,49,低
U_13231,U+13231,78385,𓈱,EGYPTIAN HIEROGLYPH NL017,Egyptian Hieroglyphs,NL017,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_png_full\U_13231.png,False,,,,,,,,,,,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_processed_full\U_13231_processed.png,relief_noise,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_relief_augmented\U_13231_relief_noise.png,synthetic_stone_relief_v1,query_relief_style,0.812610924243927,55,0.5979973,0.5114248,0.028538311221905307,0.04329469054937363,0.23245564,0.73014027,0.86997557,0.022171516,0.41075543,0.28507498,50,低
U_132B0,U+132B0,78512,𓊰,EGYPTIAN HIEROGLYPH R002,Egyptian Hieroglyphs,R002,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_png_full\U_132B0.png,False,,,,,,,,,,,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_processed_full\U_132B0_processed.png,relief_noise,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_relief_augmented\U_132B0_relief_noise.png,synthetic_stone_relief_v1,binary_mask,0.8140023946762085,46,0.52201724,0.40157744,0.03933437164933583,0.040069278329610825,0.262151,0.5354293,0.47018015,0.06847937,0.14551687,0.27872604,51,低
U_1306C,U+1306C,77932,𓁬,EGYPTIAN HIEROGLYPH C015,Egyptian Hieroglyphs,C015,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_png_full\U_1306C.png,False,,,,,,,,,,,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_processed_full\U_1306C_processed.png,relief_soft_shadow,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_relief_augmented\U_1306C_relief_soft_shadow.png,synthetic_stone_relief_v1,cropped_gray,0.8134570717811584,52,0.5361528,0.44473386,0.028461256116783403,0.03937362879514694,0.25051326,0.57165384,0.6272503,0.021841006,0.08831084,0.27474695,52,低
U_13240,U+13240,78400,𓉀,EGYPTIAN HIEROGLYPH NU010A,Egyptian Hieroglyphs,NU010A,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_png_full\U_13240.png,False,,,,,,,,,,,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_processed_full\U_13240_processed.png,relief_noise,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_relief_augmented\U_13240_relief_noise.png,synthetic_stone_relief_v1,binary_mask,0.8118648529052734,57,0.6177204,0.49605355,0.03975174869378856,0.043589089065790176,0.21653374,0.7806839,0.8140311,0.07026964,0.43496498,0.27426335,53,低
U_13291,U+13291,78481,𓊑,EGYPTIAN HIEROGLYPH O044,Egyptian Hieroglyphs,O044,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_png_full\U_13291.png,False,,,,,,,,,,,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_processed_full\U_13291_processed.png,relief_noise,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_relief_augmented\U_13291_relief_noise.png,synthetic_stone_relief_v1,query_relief_style,0.8143602609634399,44,0.4540094,0.36227602,0.03890271481071663,0.0404166541993618,0.2697882,0.36114845,0.32714042,0.066627845,0.17408298,0.26955497,54,低
U_13039,U+13039,77881,𓀹,EGYPTIAN HIEROGLYPH A048,Egyptian Hieroglyphs,A048,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_png_full\U_13039.png,False,,,,,,,,,,,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_processed_full\U_13039_processed.png,relief_soft_shadow,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_relief_augmented\U_13039_relief_soft_shadow.png,synthetic_stone_relief_v1,cropped_gray,0.8134815096855164,50,0.51428306,0.42277914,0.0283636701178198,0.039200540632009506,0.2510348,0.5156092,0.5473449,0.02142242,0.07407711,0.26833415,55,低
U_1300E,U+1300E,77838,𓀎,EGYPTIAN HIEROGLYPH A012,Egyptian Hieroglyphs,A012,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_png_full\U_1300E.png,False,,,,,,,,,,,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_processed_full\U_1300E_processed.png,relief_soft_shadow,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_relief_augmented\U_1300E_relief_soft_shadow.png,synthetic_stone_relief_v1,cropped_gray,0.811610221862793,60,0.6078857,0.5029125,0.039675857370624054,0.04195842519402504,0.21109967,0.7554809,0.83899474,0.069944106,0.300869,0.26643908,56,低
U_1335A,U+1335A,78682,𓍚,EGYPTIAN HIEROGLYPH U035,Egyptian Hieroglyphs,U035,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_png_full\U_1335A.png,False,,,,,,,,,,,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_processed_full\U_1335A_processed.png,relief_strong_shadow,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_relief_augmented\U_1335A_relief_strong_shadow.png,synthetic_stone_relief_v1,query_relief_style,0.8136258125305176,49,0.46682155,0.3849316,0.028445976385343602,0.03936818614602089,0.25411436,0.39398158,0.40959665,0.02177546,0.08786327,0.2584305,57,低
U_1322D,U+1322D,78381,𓈭,EGYPTIAN HIEROGLYPH NL013,Egyptian Hieroglyphs,NL013,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_png_full\U_1322D.png,False,,,,,,,,,,,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_processed_full\U_1322D_processed.png,relief_noise,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_relief_augmented\U_1322D_relief_noise.png,synthetic_stone_relief_v1,binary_mask,0.8104314208030701,63,0.5425226,0.44187358,0.039490792233330047,0.046780358999967575,0.18594289,0.5879775,0.6168402,0.06915031,0.69739586,0.23402615,58,低
U_13239,U+13239,78393,𓈹,EGYPTIAN HIEROGLYPH NU004,Egyptian Hieroglyphs,NU004,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_png_full\U_13239.png,False,,,,,,,,,,,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_processed_full\U_13239_processed.png,relief_noise,C:\Users\GE ZITONG\Desktop\egypt_agent_project\data_sign_demo\sign_relief_augmented\U_13239_relief_noise.png,synthetic_stone_relief_v1,binary_mask,0.8111045360565186,61,0.5085093,0.41414088,0.039519753298710464,0.04215323179960251,0.20030783,0.500813,0.51590544,0.06927452,0.31688872,0.22936267,59,低
